,enumeration_type,number,last_updated_epoch,created_epoch,other_names,addresses,taxonomies,identifiers,basic.organization_name,basic.organizational_subpart,basic.enumeration_date,basic.last_updated,basic.status,basic.authorized_official_first_name,basic.authorized_official_last_name,basic.authorized_official_middle_name,basic.authorized_official_telephone_number,basic.authorized_official_title_or_position,basic.authorized_official_name_prefix,basic.name,basic.first_name,basic.last_name,basic.middle_name,basic.credential,basic.sole_proprietor,basic.gender,basic.name_prefix,basic.authorized_official_credential,basic.certification_date,basic.authorized_official_name_suffix,basic.name_suffix,practiceLocations,endpoints,basic.parent_organization_ein,basic.parent_organization_legal_business_name,basic.reactivation_date,basic.deactivation_date
1173,NPI-2,1336659085,1521244800,1507507200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3320 CENTRAL AVE', 'address_2': '', 'city': 'HOT SPRINGS', 'state': 'AR', 'postal_code': '719136139', 'telephone_number': '501-321-0560'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': 'PO BOX 3450', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722033450', 'telephone_number': '501-781-2777', 'fax_number': '501-781-2778'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}, {'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}]",[],ROCK DENTAL ARKANSAS PLLC,NO,2017-10-09,2018-03-17,A,AKIA,JOHNSON,,501-781-2777,CREDENTIALING SPECIALIST,,ROCK DENTAL ARKANSAS PLLC,,,,,,,,,,,,"[{'address_type': 'DOM', 'address_1': '401 S BOWMAN RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722113452', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '501-408-2404', 'update_date': '2017-11-06 12:38'}]",,,,,
1174,NPI-2,1548881550,1588256762,1588204800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4200 N RODNEY PARHAM RD STE 200', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122460', 'telephone_number': '501-228-4900'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4200 N RODNEY PARHAM RD STE 200', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122460', 'telephone_number': '501-228-4900'}]","[{'code': '261QD0000X', 'desc': 'Clinic/Center Dental', 'primary': True, 'state': '', 'license': ''}]",[],"CHRISTI WEAVER SHEPARD DDS, PA",NO,2020-04-30,2020-04-30,A,CHRISTI,SHEPARD,WEAVER,501-228-4900,DENTIST,DR.,"CHRISTI WEAVER SHEPARD DDS, PA",,,,,,,,DDS,2020-04-30,,,,,,,,
1175,NPI-2,1386269884,1591794831,1591747200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11327 ARCADE DR STE D', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722124090', 'telephone_number': '501-225-3977', 'fax_number': '501-225-3988'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11327 ARCADE DR STE D', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722124090', 'telephone_number': '501-225-3977', 'fax_number': '501-225-3988'}]","[{'code': '261QD0000X', 'desc': 'Clinic/Center Dental', 'primary': True, 'state': '', 'license': ''}]",[],CHANDLER FAMILY DENTISTRY INC,NO,2020-06-10,2020-06-10,A,CHRISTOPHER,CHANDLER,DAVID,501-225-3977,OWNER,DR.,CHANDLER FAMILY DENTISTRY INC,,,,,,,,DDS,2020-06-10,,,,,,,,
1176,NPI-1,1447318464,1183852800,1165190400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3801 WOODLAND HEIGHTS', 'address_2': 'SUITE 175', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72212', 'telephone_number': '501-224-1004', 'fax_number': '501-224-1005'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3801 WOODLAND HEIGHTS RD', 'address_2': 'SUITE 175', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72212', 'telephone_number': '501-224-1004', 'fax_number': '501-224-1005'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3379'}]","[{'identifier': '5Y757', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BLUE CROSS'}, {'identifier': '841003', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UNITED CONCORDIA'}]",,,2006-12-04,2007-07-08,A,,,,,,,LANE LAMAR,LAMAR,LANE,W,DDS,NO,M,DR.,,,,JR.,,,,,,
1177,NPI-1,1154542033,1183852800,1177977600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4200 N RODNEY PARHAM RD., SUITE 200', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72212', 'telephone_number': '501-228-4900', 'fax_number': '501-225-5789'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4200 N RODNEY PARHAM RD., SUITE 200', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72212', 'telephone_number': '501-228-4900', 'fax_number': '501-225-5789'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '3162'}]",[],,,2007-05-01,2007-07-08,A,,,,,,,WEAVER SHEPARD CHRISTI,CHRISTI,WEAVER SHEPARD,,"D.D.S., P.A.",NO,F,DR.,,,,,,,,,,
1178,NPI-1,1629365192,1488991966,1309910400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11211 CANTRELL SUITE 200', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72212', 'telephone_number': '501-223-9489', 'fax_number': '501-223-9614'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11211 CANTRELL SUITE 200', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72212', 'telephone_number': '501-223-9489', 'fax_number': '501-223-9614'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '3872'}, {'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': False, 'state': 'TN', 'license': '9289'}]",[],,,2011-07-06,2017-03-08,A,,,,,,,HILL JENNIFER,JENNIFER,HILL,HOPE,DDS,NO,F,DR.,,,,,,,,,,
1179,NPI-2,1588087993,1390348800,1390348800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11211 CANTRELL RD', 'address_2': 'STE 200', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722121819', 'telephone_number': '501-223-9489'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11211 CANTRELL RD', 'address_2': 'STE 200', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722121819', 'telephone_number': '501-223-9489'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '3057', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '6869920001', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'MEDICARE PTAN'}]",AUSTIN FAMILY DENTISTY OF LITTLE ROCK,YES,2014-01-22,2014-01-22,A,BRYAN,AUSTIN,ANTHONY,501-223-9489,OWNER,DR.,AUSTIN FAMILY DENTISTY OF LITTLE ROCK,,,,,,,,DDS,,,,,,<UNAVAIL>,AUSTIN FAMILY DENTISTRY,,
1180,NPI-1,1407869399,1304380800,1155513600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11300 CANTRELL RD STE 303', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722121844', 'telephone_number': '501-228-5700'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11300 CANTRELL RD STE 303', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722121844', 'telephone_number': '501-228-5700'}]","[{'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': True, 'state': 'AR', 'license': '3423'}]","[{'identifier': '150289679', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",,,2006-08-14,2011-05-03,A,,,,,,,WOODARD ERNEST,ERNEST,WOODARD,STANLEY,DDS,NO,M,,,,,,,,,,,
1181,NPI-1,1689687584,1183852800,1155513600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11300 CANTRELL RD STE 303', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722121844', 'telephone_number': '501-228-5700'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11300 CANTRELL RD STE 303', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722121844', 'telephone_number': '501-228-5700'}]","[{'code': '1223P0300X', 'desc': 'Dentist Periodontics', 'primary': True, 'state': 'AR', 'license': '3352'}]","[{'identifier': '1493112', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UNITED CONCORDIA'}, {'identifier': '5X406', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BLUE CROSS PROVIDER NUMBE'}, {'identifier': '421591182', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'TAX ID NUMBER'}]",,,2006-08-14,2007-07-08,A,,,,,,,SUNDELL TACY,TACY,SUNDELL,MARIE,DDS,NO,F,,,,,,,,,,,
1182,NPI-2,1821001637,1476097001,1155513600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11300 CANTRELL RD STE 303', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722121844', 'telephone_number': '501-228-5700', 'fax_number': '501-228-5702'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '11300 CANTRELL RD STE 303', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722121844', 'telephone_number': '501-228-5700', 'fax_number': '501-228-5702'}]","[{'code': '1223P0300X', 'desc': 'Dentist Periodontics', 'primary': False, 'state': 'AR', 'license': '3352', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223P0106X', 'desc': 'Dentist Oral and Maxillofacial Pathology', 'primary': True, 'state': 'AR', 'license': '3423', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}]","[{'identifier': '=========', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'TAX ID'}]","DRS. WOODARD & SUNDELL, DDS, PA",NO,2006-08-14,2016-10-10,A,CINDY,SPANGLER,,501-228-5700,OFFICE MANAGER,,"DRS. WOODARD & SUNDELL, DDS, PA",,,,,,,,,,,,,,,,,
1183,NPI-1,1265517213,1183852800,1161820800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 310', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-224-3421'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 310', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-224-3421'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '3350'}]",[],,,2006-10-26,2007-07-08,A,,,,,,,VONDRAN CHARLES,CHARLES,VONDRAN,ANDY,"D.D.S. , M.D.S",YES,M,DR.,,,,JR.,,,,,,
1184,NPI-1,1457426991,1183852800,1164067200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 200', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-954-9900', 'fax_number': '501-661-0066'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 200', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-954-9900', 'fax_number': '501-661-0066'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': 'DAR2779'}]",[],,,2006-11-21,2007-07-08,A,,,,,,,MACHEN BILLY,BILLY,MACHEN,RANDALL,DDS PA,NO,M,DR.,,,,,,,,,,
1185,NPI-1,1568590099,1183852800,1172620800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-954-9900', 'fax_number': '501-661-0066'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-954-9900', 'fax_number': '501-661-0066'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3049'}]",[],,,2007-02-28,2007-07-08,A,,,,,,,SCALLION JOHN,JOHN,SCALLION,SCOTT,DDS,NO,M,DR.,,,,,,,,,,
1186,NPI-1,1518372861,1403654400,1403654400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 200', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-954-9900'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '7816 DELRAY DR', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722274024', 'telephone_number': '501-351-1757'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3996'}]",[],,,2014-06-25,2014-06-25,A,,,,,,,GIBSON RACHEL,RACHEL,GIBSON,,D.D.S.,NO,F,,,,,,,,,,,
1187,NPI-1,1033779897,1560515035,1560470400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-228-7200'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '12710 PLEASANT VIEW DR', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122227', 'telephone_number': '501-765-9970'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '4345'}]",[],,,2019-06-14,2019-06-14,A,,,,,,,LE KEVIN,KEVIN,LE,NGUYEN,DDS,YES,M,,,,,,,,,,,
1188,NPI-1,1124074695,1566558900,1148601600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 103', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-224-8332', 'fax_number': '501-219-8003'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 103', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-224-8332', 'fax_number': '501-219-8003'}]","[{'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'AR', 'license': '2127'}, {'code': '204E00000X', 'desc': 'Oral & Maxillofacial Surgery', 'primary': True, 'state': 'AR', 'license': '2721'}]",[],,,2006-05-26,2019-08-23,A,,,,,,,TORTORICH ANTHONY,ANTHONY,TORTORICH,L.,D.D.S.,YES,M,DR.,,,,,,,,,,
1189,NPI-2,1811008378,1598086323,1156982400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 103', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-224-8332', 'fax_number': '501-219-8003'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 103', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-224-8332', 'fax_number': '501-219-8003'}]","[{'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': True, 'state': 'AR', 'license': '2721', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],"ANTHONY L. TORTORICH, DDS, PA",NO,2006-08-31,2020-08-22,A,ANTHONY,TORTORICH,L.,501-224-8332,ORAL AND MAXILLOFACIAL SURGEON,DR.,"ANTHONY L. TORTORICH, DDS, PA",,,,,,,,D.D.S.,,,,,,,,,
1190,NPI-2,1801090295,1598086323,1181606400,"[{'organization_name': 'LITTLE ROCK FAMILY DENTAL CARE', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 200', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-954-9900', 'fax_number': '501-661-0066'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD', 'address_2': 'SUITE 200', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122453', 'telephone_number': '501-954-9900', 'fax_number': '501-661-0066'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': 'DAR2779', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}]","[{'identifier': '1548397029', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'DANIEL BEENE DDS'}, {'identifier': '1457426991', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BILLY R MACHEN DDS'}, {'identifier': '1801924345', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'ROBIN G EILER DDS'}, {'identifier': '1568590099', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'JOHN SCOTT SCALLION'}]",BILLY R MACHEN DDS,NO,2007-06-12,2020-08-22,A,T,BROWNING,,501-954-9900,INSURANCE SPECIALIST,,BILLY R MACHEN DDS,,,,,,,,,,,,,,,,,
1191,NPI-2,1033346143,1245110400,1245110400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD STE 310', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122466', 'telephone_number': '501-224-3421', 'fax_number': '501-224-1305'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD STE 310', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122466', 'telephone_number': '501-224-3421', 'fax_number': '501-224-1305'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '1265517213', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'NPI TYPE 1'}]",VONDRAN ORTHODONTICS,NO,2009-06-16,2009-06-16,A,CHARLES,VONDRAN,A.,501-224-3421,DOCTOR,DR.,VONDRAN ORTHODONTICS,,,,,,,,D.D.S.M.D.S.,,JR.,,,,,,,
1192,NPI-1,1457626806,1596795997,1332115200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD STE 103', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122466', 'telephone_number': '501-224-8332', 'fax_number': '501-219-8003'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4220 N RODNEY PARHAM RD STE 103', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122466', 'telephone_number': '501-224-8332', 'fax_number': '501-219-8003'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': False, 'state': 'IA', 'license': '40129'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'IA', 'license': 'DDS-09138'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': True, 'state': 'AR', 'license': '4420'}]",[],,,2012-03-19,2020-08-07,A,,,,,,,TORTORICH JORDAN,JORDAN,TORTORICH,A,,NO,M,,,2020-08-07,,,"[{'address_type': 'DOM', 'address_1': '835 3RD AVE SE', 'address_2': '', 'city': 'CEDAR RAPIDS', 'state': 'IA', 'postal_code': '524032407', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '319-366-8277', 'update_date': '2020-08-07 10:08'}, {'address_type': 'DOM', 'address_1': '322 DENTAL SCIENCE BLDG S', 'address_2': '', 'city': 'IOWA CITY', 'state': 'IA', 'postal_code': '522421001', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '319-335-7440', 'update_date': '2019-07-01 14:07'}]",,,,,
1193,NPI-2,1548675606,1403827200,1403827200,"[{'organization_name': 'WOODLAND HEIGHTS FAMILY DENTAL', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3801 WOODLAND HEIGHTS RD STE 175', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122481', 'telephone_number': '501-224-1004'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3801 WOODLAND HEIGHTS RD STE 175', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122481'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],"ARKANSAS DENTAL PROFESSIONALS, MONGRAIN, P.A.",YES,2014-06-27,2014-06-27,A,KIM,WILSON,,217-540-5170,CRED SUPERVISOR,,"ARKANSAS DENTAL PROFESSIONALS, MONGRAIN, P.A.",,,,,,,,,,,,,,<UNAVAIL>,"ARKANSAS DENTAL PROFESSIONALS, MONGRAIN, P.A.",,
1194,NPI-1,1508271347,1404086400,1404086400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3603 DORAL DR', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122919', 'telephone_number': '501-225-0228', 'fax_number': '501-225-0228'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3603 DORAL DR', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722122919', 'telephone_number': '501-225-0228', 'fax_number': '501-225-0228'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '1982'}]",[],,,2014-06-30,2014-06-30,A,,,,,,,JONES ROBERT,ROBERT,JONES,PRESTON,D.D.S.,YES,M,DR.,,,,,,,,,,
1195,NPI-2,1467829085,1441022273,1440979200,"[{'organization_name': 'ARKANSAS DENTISTRY AND BRACES', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '11811 HINSON RD', 'address_2': 'SUITE 100', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722123404', 'telephone_number': '501-221-0004', 'fax_number': '501-219-0300'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4375 N VANTAGE DR', 'address_2': 'SUITE 202', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727034982', 'telephone_number': '479-445-6335', 'fax_number': '479-301-2878'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}]",[],BETHEL BURRIS OLIVER PLLC,NO,2015-08-31,2015-08-31,A,BENJAMIN,BURRIS,,479-445-6335,OWNER,,BETHEL BURRIS OLIVER PLLC,,,,,,,,"DDS, MDS",,,,,,,,,
