,address_1,city,state,postal_code
895,112 ALLIE YOUNG HALL,MOREHEAD,KY,40351
896,255 BEACON HILL RD,MOREHEAD,KY,40351
897,740 S. LIMESTONE,LEXINGTON,KY,40514
898,276 KROGER CTR,MOREHEAD,KY,40351
899,211 KY 59,VANCEBURG,KY,41179
900,25 E HIGH ST STE 2,MT STERLING,KY,40353
901,508 N MAYSVILLE RD,MT STERLING,KY,40353
902,1107 C INDIAN MOUND DRIVE,MT STERLING,KY,40353
903,225 WINDSOR DR,MT STERLING,KY,40353
904,134 N MAYSVILLE ST,MT STERLING,KY,40353
905,635 N. MAYSVILLE ST.,MOUNT STERLING,KY,40353
906,25 E HIGH ST,MOUNT STERLING,KY,40353
907,100 E HIGH ST,MT STERLING,KY,40353
908,100 E HIGH ST,MOUNT STERLING,KY,40353
909,25 E HIGH ST,MT STERLING,KY,40353
910,1107 INDIAN MOUND DR STE C,MT STERLING,KY,40353
911,1107 INDIAN MOUND DR,MT STERLING,KY,40353
912,541 WILLIN WAY,MT STERLING,KY,40353
913,225 WINDSOR DR,MOUNT STERLING,KY,40353
914,122 STONE TRACE DR STE A,MOUNT STERLING,KY,40353
915,105 BRANDON WAY STE C,MT STERLING,KY,40353
916,105 BRANDON WAY STE A,MT STERLING,KY,40353
917,105 BRUCE PROFESSIONAL PLZ,MT STERLING,KY,40353
918,635 MAYSVILLE RD STE B,MOUNT STERLING,KY,40353
919,611 N MAIN ST,NICHOLASVILLE,KY,40356
920,106 FAIRFIELD DR,NICHOLASVILLE,KY,40356
921,106 FAIRFIELD DRIVE,NICHOLASVILLE,KY,40356
922,210 BELLAIRE DR,NICHOLASVILLE,KY,40356
923,621 EDGEWOOD DRIVE,NICHOLASVILLE,KY,40356
924,117 BRYANT DR,NICHOLASVILLE,KY,40356
925,231 EAST BRANNON RD,NICHOLASVILLE,KY,40356
926,210 AND ONE HALF EDGEWOOD DR,NICHOLASVILLE,KY,40356
927,704 N MAIN STREET,NICHOLASVILLE,KY,40356
928,938 SOUTH MAIN STREET,NICHOLASVILLE,KY,40356
929,100 LAKE ST,NICHOLASVILLE,KY,40356
930,409 ETTER DR,NICHOLASVILLE,KY,40356
931,504 N MAIN ST STE B,NICHOLASVILLE,KY,40356
932,129 EDGEWOOD PLAZA DR,NICHOLASVILLE,KY,40356
933,250 EDGEWOOD DR,NICHOLASVILLE,KY,40356
934,122 PROFESSIONAL AVE,WINCHESTER,KY,40391
935,230 N PLAZA DR,NICHOLASVILLE,KY,40356
936,704 N MAIN ST,NICHOLASVILLE,KY,40356
937,231 E BRANNON RD,NICHOLASVILLE,KY,40356
938,108 FAIRFIELD DR,NICHOLASVILLE,KY,40356
939,22 N JEFFERSON AVE,COOKEVILLE,TN,38501
940,2785 BURNT MILL RD,LEXINGTON,KY,40511
941,620 PERIMETER DR STE 207,LEXINGTON,KY,40517
942,105 SPRUCE ST,LEXINGTON,KY,40507
943,207 FAIRFIELD DR,NICHOLASVILLE,KY,40356
944,409 ROLAND AVE,OWENTON,KY,40359
945,1005 HIGHWAY 22 E,OWENTON,KY,40359
946,116 N MADISON ST,OWENTON,KY,40359
947,1005 HWY 22 EAST,OWENTON,KY,40359
948,409 ROLAND AVENUE,OWENTON,KY,40359
949,330 W SEMINARY ST,OWENTON,KY,40359
950,135 SUDDITH STREET,OWINGSVILLE,KY,40360
951,4223A LEXINGTON ROAD,PARIS,KY,40361
952,4223 A LEXINGTON RD,PARIS,KY,40361
953,1521 CYPRESS ST,PARIS,KY,40361
954,2228 BYPASS RD,PARIS,KY,40361
955,1333 LAKE DR,DANIELS,WV,25832
956,520 HIGH ST,PARIS,KY,40361
957,436 MAIN ST,PARIS,KY,40361
958,109 N MIDDLETOWN RD,PARIS,KY,40361
959,2020 ALVERSON DR,PARIS,KY,40361
960,4223 LEXINGTON RD STE A,PARIS,KY,40361
961,1466 TINY TOWN RD STE A,CLARKSVILLE,TN,37042
962,740 S LIMESTONE ST ROOM A262,LEXINGTON,KY,40536
963,210 N MAIN ST,STANTON,KY,40380
964,131 N MAIN ST,STANTON,KY,40380
965,217 N MAIN ST,VERSAILLES,KY,40383
966,360 AMSDEN AVE STE 400,VERSAILLES,KY,40383
967,156 FRANKFORT STREET,VERSAILLES,KY,40383
968,210 CROSSFIELD DR,VERSAILLES,KY,40383
969,230 FRANKFORT ST,VERSAILLES,KY,40383
970,156 YELLOW JACKET DR,VERSAILLES,KY,40383
971,240 N MAIN ST,VERSAILLES,KY,40383
972,426 LEXINGTON RD,VERSAILLES,KY,40383
973,360 AMSDEN AVE,VERSAILLES,KY,40383
974,426 LEXINGTON RD STE 150,VERSAILLES,KY,40383
975,6616 TROY PIKE,VERSAILLES,KY,40383
976,3590 TROY PIKE,VERSAILLES,KY,40383
977,113 E MAIN ST,WILMORE,KY,40390
978,1216 WEST LEXINGTON AVE,WINCHESTER,KY,40391
979,2560 BYPASS RD STE 2,WINCHESTER,KY,40391
980,198 REDWING DRIVE,WINCHESTER,KY,40391
981,726 BOONESBORO PLAZA,WINCHESTER,KY,40391
982,740 S LIMESTONE RM A262,LEXINGTON,KY,40536
983,1216 W LEXINGTON AVE,WINCHESTER,KY,40391
984,11 CANARY LN,WINCHESTER,KY,40391
985,196 REDWING DR,WINCHESTER,KY,40391
986,198 REDWING DR,WINCHESTER,KY,40391
987,244 W LEXINGTON AVE,WINCHESTER,KY,40391
988,2560 BYPASS RD,WINCHESTER,KY,40391
989,740 S LIMESTONE,LEXINGTON,KY,40536
990,140 HUBBARD RD,WINCHESTER,KY,40391
991,100 HUBBARD RD,WINCHESTER,KY,40391
992,201 S MAIN ST,WINCHESTER,KY,40391
993,244 REDWING DR,WINCHESTER,KY,40391
994,1303 W LEXINGTON AVE,WINCHESTER,KY,40391
995,182 PEDRO WAY,WINCHESTER,KY,40391
996,3404 LANSDOWNE DR,LEXINGTON,KY,40517
997,1300 WEST LEXINGTON AVE,WINCHESTER,KY,40391
998,206 RICHMOND RD,BEREA,KY,40403
999,402 RICHMOND RD,BEREA,KY,40403
1000,305 ESTILL STREET,BEREA,KY,40403
1001,201 PAULINE DR.,BEREA,KY,40403
1002,1007 ACE DRIVE,BEREA,KY,40403
1003,402 RICHMOND RD N STE C,BEREA,KY,40403
1004,1007 ACE DR,BEREA,KY,40403
1005,126 N BROADWAY ST,BEREA,KY,40403
1006,103 FEE ST,BEREA,KY,40403
1007,201 PAULINE DR,BEREA,KY,40403
1008,104 LEGACY DR,BEREA,KY,40403
1009,1080 BEN ALI DR STE A,DANVILLE,KY,40422
1010,1000 EAST LEXINGTON AVE,DANVILLE,KY,40422
1011,132 N SECOND STREET,DANVILLE,KY,40422
1012,132 NORTH 2ND ST,DANVILLE,KY,40422
1013,132 N 2ND ST,DANVILLE,KY,40422
1014,151 N THIRD ST,DANVILLE,KY,40422
1015,105 CITATION,DANVILLE,KY,40422
1016,435 WHIRLAWAY DR,DANVILLE,KY,40422
1017,201 WEST WALNUT STREET,DANVILLE,KY,40422
1018,8076 US HIGHWAY 42,FLORENCE,KY,41042
1019,151 N 3RD ST,DANVILLE,KY,40422
1020,303 S 4TH ST,DANVILLE,KY,40422
1021,400 S 4TH ST,DANVILLE,KY,40422
1022,412 S 4TH ST,DANVILLE,KY,40422
1023,359 S 4TH ST,DANVILLE,KY,40422
1024,359 S 4TH ST STE B,DANVILLE,KY,40422
1025,303 S 4TH ST STE 201,DANVILLE,KY,40422
1026,129 DANIEL DR,DANVILLE,KY,40422
1027,1080 BEN ALI DRIVE,DANVILLE,KY,40422
1028,122 DANIEL DR,DANVILLE,KY,40422
1029,116 SKYWATCH DR STE A,DANVILLE,KY,40422
1030,116 SKYWATCH DR # A,DANVILLE,KY,40422
1031,1080 BEN ALI DRIVE STE A,DANVILLE,KY,40422
1032,1080 BEN ALI DR,DANVILLE,KY,40422
1033,1072 BARNES MILL RD,RICHMOND,KY,40475
1034,116 SKYWATCH DR,DANVILLE,KY,40422
1035,1183 STANFORD RD.,LANCASTER,KY,40444
1036,1183 STANFORD RD,LANCASTER,KY,40444
1037,1183 STANFORD ROAD,LANCASTER,KY,40444
1038,309 LEXINGTON ROAD,LANCASTER,KY,40444
1039,4095 ATWOOD DR STE A,RICHMOND,KY,40475
1040,614 E MAIN ST,STANFORD,KY,40484
1041,US HWY 421 S MAIN STREET,MC KEE,KY,40447
1042,1010 MAIN ST S,MC KEE,KY,40447
1043,325 RICHMOND STREET,MOUNT VERNON,KY,40456
1044,940 W MAIN ST UNIT A,MOUNT VERNON,KY,40456
1045,75 NEWCOMB AVE,MOUNT VERNON,KY,40456
1046,116 PROGRESS DR,MOUNT VERNON,KY,40456
1047,326 HIGHLAND PARK DR,RICHMOND,KY,40475
1048,120 MERIDIAN WAY STE 2,RICHMOND,KY,40475
1049,1001 GIBSON BAY DR,RICHMOND,KY,40475
1050,401 HIGHLAND PARK DR.,RICHMOND,KY,40475
1051,805 EASTERN BY-PASS,RICHMOND,KY,40475
1052,2006 MERCHANT DR,RICHMOND,KY,40475
1053,2130 LEXINGTON ROAD,RICHMOND,KY,40475
1054,1001 GIBSON BAY DRIVE,RICHMOND,KY,40475
1055,120 MERIDIAN WAY,RICHMOND,KY,40475
1056,1018 IVAL JAMES BLVD,RICHMOND,KY,40475
1057,200 CARR LN,RICHMOND,KY,40475
1058,527 W MAIN ST,RICHMOND,KY,40475
1059,209 GERI LANE,RICHMOND,KY,40475
1060,106 ALYCIA DR,RICHMOND,KY,40475
1061,311 RADIO PARK DR STE B,RICHMOND,KY,40475
1062,311 RADIO PARK DR,RICHMOND,KY,40475
1063,4097 ATWOOD DRIVE,RICHMOND,KY,40475
1064,401 HIGHLAND PARK DR,RICHMOND,KY,40475
1065,138 N KEENELAND DR,RICHMOND,KY,40475
1066,1012 IVAL JAMES BLVD,RICHMOND,KY,40475
1067,4095 ATWOOD DR # A,RICHMOND,KY,40475
1068,1305 LANCASTER RD,RICHMOND,KY,40475
1069,1110 LANCASTER RD STE 2,RICHMOND,KY,40475
1070,519 HAMPTON WAY,RICHMOND,KY,40475
1071,519 HAMPTON WAY STE 1,RICHMOND,KY,40475
1072,519 HAMPTON WAY STE 10,RICHMOND,KY,40475
1073,1208 W MAIN ST,RICHMOND,KY,40475
1074,603 LANCASTER ST,STANFORD,KY,40484
1075,1081 DOVE RUN ROAD,LEXINGTON,KY,40502
1076,1081 DOVE RUN RD,LEXINGTON,KY,40502
1077,1101 VETERANS DRIVE (160-CDD),LEXINGTON,KY,40502
1078,1101 VETERANS DR,LEXINGTON,KY,40502
1079,239 WALTON AVE,LEXINGTON,KY,40502
1080,710 E MAIN ST,LEXINGTON,KY,40502
1081,614 E EUCLID AVE,LEXINGTON,KY,40502
1082,810 CHEVY CHASE PL,LEXINGTON,KY,40502
1083,3363 TATES CREEK RD,LEXINGTON,KY,40502
1084,365 ROMANY RD,LEXINGTON,KY,40502
1085,1933 HART RD,LEXINGTON,KY,40502
1086,613 BEECHMONT RD,LEXINGTON,KY,40502
1087,3363 TATES CREEK RD STE 216,LEXINGTON,KY,40502
1088,3349 TATES CREEK RD,LEXINGTON,KY,40502
1089,1081 DOVE RUN RD STE 105,LEXINGTON,KY,40502
1090,1065 DOVE RUN RD,LEXINGTON,KY,40502
1091,1025 DOVE RUN RD,LEXINGTON,KY,40502
1092,1081 DOVE RUN RD STE 101,LEXINGTON,KY,40502
1093,1132B TURKEY FOOT RD,LEXINGTON,KY,40502
1094,1983 DIXIE HWY,FT WRIGHT,KY,41011
1095,316 MEMORY LANE,LEXINGTON,KY,40502
1096,1301 WINCHESTER RD,LEXINGTON,KY,40505
1097,3300 MONTAVESTA RD APT 3106,LEXINGTON,KY,40502
1098,2358 NICHOLASVILLE RD,LEXINGTON,KY,40503
1099,3101 CLAYS MILL RD,LEXINGTON,KY,40503
1100,3340 CLAYS MILL RD,LEXINGTON,KY,40503
1101,535 WELLINGTON WAY STE 120,LEXINGTON,KY,40503
1102,2505 LARKIN RD STE 201,LEXINGTON,KY,40503
1103,4009 NICHOLASVILLE ROAD,LEXINGTON,KY,40503
1104,1640 NICHOLASVILLE ROAD,LEXINGTON,KY,40503
1105,527 WELLINGTON WAY,LEXINGTON,KY,40503
1106,190 WEST LOWRY LANE,LEXINGTON,KY,40503
1107,2505 LARKIN ROAD,LEXINGTON,KY,40503
1108,129 CHERRYBARK DRIVE,LEXINGTON,KY,40503
1109,1636 NICHOLASVILLE ROAD,LEXINGTON,KY,40503
1110,190 WEST LOWRY LANE #100,LEXINGTON,KY,40503
1111,1636 NICHOLASVILLE RD,LEXINGTON,KY,40503
1112,2134 NICHOLASVILLE RD,LEXINGTON,KY,40503
1113,617 DELZAN PL.,LEXINGTON,KY,40503
1114,133 CHERRYBARK DR,LEXINGTON,KY,40503
1115,2600 NICHOLASVILLE RD SUITE 120,LEXINGTON,KY,40503
1116,290 BIG RUN RD,LEXINGTON,KY,40503
1117,535 WELLINGTON WAY STE 130,LEXINGTON,KY,40503
1118,1807 NICHOLASVILLE RD,LEXINGTON,KY,40503
1119,1640 NICHOLASVILLE RD,LEXINGTON,KY,40503
1120,1517 NICHOLASVILLE RD,LEXINGTON,KY,40503
1121,1517 NICHOLASVILLE RD STE 301,LEXINGTON,KY,40503
1122,1636 NICHOLASVILLE RD STE 7,LEXINGTON,KY,40503
1123,1529 NICHOLASVILLE RD,LEXINGTON,KY,40503
1124,1640 NICHOLASVILLE RD STE 103,LEXINGTON,KY,40503
1125,1640 NICHOLASVILLE RD STE 202,LEXINGTON,KY,40503
1126,131 CHERRYBARK DR,LEXINGTON,KY,40503
1127,2036 REGENCY RD,LEXINGTON,KY,40503
1128,153 BURT RD,LEXINGTON,KY,40503
1129,2011 RAMBLER RD,LEXINGTON,KY,40503
1130,2134 NICHOLASVILLE RD STE 7,LEXINGTON,KY,40503
1131,2121 NICHOLASVILLE ROAD,LEXINGTON,KY,40503
1132,208 E LOWRY LN,LEXINGTON,KY,40503
1133,3070 HARRODSBURG RD,LEXINGTON,KY,40503
1134,2401 REGENCY RD,LEXINGTON,KY,40503
1135,2401 REGENCY RD STE 202,LEXINGTON,KY,40503
1136,185 PASADENA DR,LEXINGTON,KY,40503
1137,2549 SUN SEEKER CT,LEXINGTON,KY,40503
1138,2572 SUN SEEKER CT,LEXINGTON,KY,40503
1139,181 W LOWRY LN,LEXINGTON,KY,40503
1140,190 W LOWRY LN,LEXINGTON,KY,40503
1141,190 W LOWRY LN STE 100,LEXINGTON,KY,40503
1142,2358 NICHOLASVILLE RD STE 156,LEXINGTON,KY,40503
1143,121 MALABU DR,LEXINGTON,KY,40503
1144,2558 LARKIN RD,LEXINGTON,KY,40503
1145,2505 LARKIN RD,LEXINGTON,KY,40503
1146,2533 LARKIN RD,LEXINGTON,KY,40503
1147,617 DELZAN PL,LEXINGTON,KY,40503
1148,220 RUCCIO WAY,LEXINGTON,KY,40503
1149,444 LEWIS HARGETT CIR,LEXINGTON,KY,40503
1150,833 MEADOWBROOK DR,LEXINGTON,KY,40503
1151,249 GREENBRIAR RD,LEXINGTON,KY,40503
1152,4097 NICHOLS PARK DR,LEXINGTON,KY,40503
1153,3695 NICHOLASVILLE RD STE 140,LEXINGTON,KY,40503
1154,811 CORPORATE DR,LEXINGTON,KY,40503
1155,811 CORPORATE DR STE 203,LEXINGTON,KY,40503
1156,870 CORPORATE DR,LEXINGTON,KY,40503
1157,860 CORPORATE DR,LEXINGTON,KY,40503
1158,860 CORPORATE DR STE 101,LEXINGTON,KY,40503
1159,860 CORPORATE DR.,LEXINGTON,KY,40503
1160,860 CORPORATE DR STE 201,LEXINGTON,KY,40503
1161,800 ROSE ST RM D-508,LEXINGTON,KY,40536
1162,1517 NICHOLASVILLE RD STE 401,LEXINGTON,KY,40503
1163,324 22ND AVE N,NASHVILLE,TN,37203
1164,5005 MAIN ST STE 107,RUSTON,WA,98407
1165,1053 HUNTERS XING,ALCOA,TN,37701
1166,520 N 12TH ST,RICHMOND,VA,23298
1167,2353 ALEXANDRIA DR,LEXINGTON,KY,40504
1168,1330 HARRODSBURG RD,LEXINGTON,KY,40504
1169,1330 HARRODSBURG ROAD,LEXINGTON,KY,40504
1170,1401 HARRODSBURG ROAD,LEXINGTON,KY,40504
1171,1750 ALEXANDRIA DR,LEXINGTON,KY,40504
1172,1330 S BROADWAY,LEXINGTON,KY,40504
1173,1216 S BROADWAY,LEXINGTON,KY,40504
1174,1710 ALEXANDRIA DR,LEXINGTON,KY,40504
1175,2333 ALEXANDRIA DR,LEXINGTON,KY,40504
1176,2404 GREATSTONE PT,LEXINGTON,KY,40504
1177,2400 GREATSTONE PT,LEXINGTON,KY,40504
1178,2195 HARRODSBURG RD STE 175,LEXINGTON,KY,40504
1179,UK ORAL HEALTH,LEXINGTON,KY,40504
1180,833 LANE ALLEN RD,LEXINGTON,KY,40504
1181,750 SHAKER DR APT 526,LEXINGTON,KY,40504
1182,1401 HARRODSBURG RD,LEXINGTON,KY,40504
1183,"800 ROSE STREET, RM. D104",LEXINGTON,KY,40536
1184,"2195 HARRODSBURG ROAD, SUITE 175",LEXINGTON,KY,40504
1185,1412 NORTH BROADWAY,LEXINGTON,KY,40505
1186,1804 BRYAN STATION RD,LEXINGTON,KY,40505
1187,1301 WINCHESTER RD STE 225,LEXINGTON,KY,40505
1188,531 ELM ST,NEW HAVEN,CT,06511
1189,3227 W BLUE RIDGE DR,GREENVILLE,SC,29611
1190,1888 MAIN ST,HARTFORD,CT,06120
1191,144 BOSTON AVE,BRIDGEPORT,CT,06610
1192,738 WOLCOTT ST,WATERBURY,CT,06705
1193,105 MYRTLE ST,NEW BRITAIN,CT,06051
1194,"8210 FLOYD CURL DRIVE, MC 8214",SAN ANTONIO,TEXAS,78229
1195,118 S MAIN ST STE 5,DRY RIDGE,KY,41035
1196,712 W WALNUT ST,JOHNSON CITY,TN,37604
1197,470 COOPER DRIVE,LEXINGTON,KY,40506
1198,800 ROSE ST DENTAL SCIENCE BUILDING ROOM# D432,LEXINGTON,KY,40506
1199,BCTC DENTAL HYGIENE,LEXINGTON,KY,40506
1200,228 N UPPER ST,LEXINGTON,KY,40507
1201,2909 SEMINARY DR,GREENSBURG,PA,15601
1202,3401 LYON DR,LEXINGTON,KY,40513
1203,217 ELM TREE LN,LEXINGTON,KY,40507
1204,540 EAST MAIN ST,LEXINGTON,KY,40508
1205,624 NORTH BROADWAY,LEXINGTON,KY,40508
1206,"540 E MAIN ST.,",LEXINGTON,KY,40508
1207,540 EAST MAIN STREET,LEXINGTON,KY,40508
1208,556 N BROADWAY,LEXINGTON,KY,40508
1209,624 N BROADWAY,LEXINGTON,KY,40508
1210,1393 W MAIN ST,LEXINGTON,KY,40508
1211,145 WALTON AVE,LEXINGTON,KY,40508
1212,540 E MAIN ST,LEXINGTON,KY,40508
1213,540 E MAIN ST STE 125,LEXINGTON,KY,40508
1214,540 E MAIN ST STE 7,LEXINGTON,KY,40508
1215,431 S BROADWAY STE 112,LEXINGTON,KY,40508
1216,506 WOODLAND AVE # 2,LEXINGTON,KY,40508
1217,2200 AUBURN AVE,CINCINNATI,OH,45219
1218,2408 SIR BARTON WAY,LEXINGTON,KY,40509
1219,541 DARBY CREEK ROAD,LEXINGTON,KY,40509
1220,216 FOUNTAIN CT,LEXINGTON,KY,40509
1221,2517 SIR BARTON WAY STE 200,LEXINGTON,KY,40509
1222,3225 SUMMIT SQUARE PLACE,LEXINGTON,KY,40509
1223,216 FOUNTAIN COURT,LEXINGTON,KY,40509
1224,2704 OLD ROSEBUD ROAD,LEXINGTON,KY,40509
1225,180 PROSPEROUS PLACE,LEXINGTON,KY,40509
1226,3285 BLAZER PARKWAY,LEXINGTON,KY,40509
1227,2704 OLD ROSERUD RD STE210,LEXINGTON,KY,40509
1228,2716 OLD ROSEBUD RD,LEXINGTON,KY,40509
1229,1157 COLORADO ROAD,LEXINGTON,KY,40509
1230,2517 SIR BARTON WAY # 200,LEXINGTON,KY,40509
1231,6222 NE 74TH ST,SEATTLE,WA,98115
1232,80 CODELL DR,LEXINGTON,KY,40509
1233,3470 BLAZER PKWY,LEXINGTON,KY,40509
1234,2800 PALUMBO DR,LEXINGTON,KY,40509
1235,3101 RICHMOND RD,LEXINGTON,KY,40509
1236,501 DARBY CREEK RD,LEXINGTON,KY,40509
1237,541 DARBY CREEK ROAD STE 190,LEXINGTON,KY,40509
1238,2909 RICHMOND RD STE 30,LEXINGTON,KY,40509
1239,121 PROSPEROUS PL,LEXINGTON,KY,40509
1240,180 PROSPEROUS PL,LEXINGTON,KY,40509
1241,121 PROSPEROUS PL STE 3A,LEXINGTON,KY,40509
1242,131 PROSPEROUS PL,LEXINGTON,KY,40509
1243,216 FOUNTAIN CT STE 110,LEXINGTON,KY,40509
1244,3285 BLAZER PKWY,LEXINGTON,KY,40509
1245,3285 BLAZER PKWY STE 200,LEXINGTON,KY,40509
1246,2517 SIR BARTON WAY,LEXINGTON,KY,40509
1247,2541 SIR BARTON WAY,LEXINGTON,KY,40509
1248,3475 RICHMOND RD,LEXINGTON,KY,40509
1249,2443 SIR BARTON WAY,LEXINGTON,KY,40509
1250,305 W 12TH AVE,COLUMBUS,OH,43210
1251,501 DARBY CREEK RD STE 68,LEXINGTON,KY,40509
1252,3225 SUMMIT SQUARE PL,LEXINGTON,KY,40509
1253,2424 SIR BARTON WAY STE 375,LEXINGTON,KY,40509
1254,2480 PASCOLI PL,LEXINGTON,KY,40509
1255,2716 OLD ROSEBUD RD STE 110,LEXINGTON,KY,40509
1256,2700 OLD ROSEBUD RD,LEXINGTON,KY,40509
1257,2421 GOOSEBERRY CIR,LEXINGTON,KY,40509
1258,3101 RICHMOND RD.,LEXINGTON,KY,40509
1259,265 KY ROUTE 122,MARTIN,KY,41649
1260,610 S TILLOTSON AVE STE 125,MUNCIE,IN,47304
1261,3285 BLAZER PKWY STE 210,LEXINGTON,KY,40509
1262,740 S LIMESTONE UK COLLEGE OF DENTISTRY STE A219,LEXINGTON,KY,40536
1263,320 HAYS BLVD,LEXINGTON,KY,40509
1264,910 ENTERPRISE CT UNIT A276,LEXINGTON,KY,40510
1265,1600 LEESTOWN RD,LEXINGTON,KY,40511
1266,1500 LEESTOWN ROAD,LEXINGTON,KY,40511
1267,2250 LEESTOWN RD,LEXINGTON,KY,40511
1268,1510 NEWTOWN PIKE,LEXINGTON,KY,40511
1269,1500 LEESTOWN RD,LEXINGTON,KY,40511
1270,428 E NEW CIRCLE ROAD,LEXINGTON,KY,40511
1271,100 TRADE ST,LEXINGTON,KY,40511
1272,3301 LEESTOWN RD,LEXINGTON,KY,40511
1273,2665 ROCKAWAY PL,LEXINGTON,KY,40511
1274,4935 HIDDEN RIVER DR,LEXINGTON,KY,40511
1275,4383 OLD HARRODSBURG RD,LEXINGTON,KY,40513
1276,3141 BEAUMONT CENTRE CIRCLE,LEXINGTON,KY,40513
1277,3141 BEAUMONT CENTRE CIR STE 300,LEXINGTON,KY,40513
1278,989 GOVERNORS LN,LEXINGTON,KY,40513
1279,3264 SEBASTIAN LN,LEXINGTON,KY,40513
1280,1001 MONARCH ST,LEXINGTON,KY,40513
1281,3181 BEAUMONT CENTRE CIR,LEXINGTON,KY,40513
1282,1001 MONARCH ST STE 200,LEXINGTON,KY,40513
1283,1001 MONARCH ST STE 210,LEXINGTON,KY,40513
1284,3141 BEAUMONT CENTRE CIR,LEXINGTON,KY,40513
1285,3141 BEAUMONT CENTRE CIR STE 200,LEXINGTON,KY,40513
1286,3195 BEAUMONT CENTRE CIR STE 120,LEXINGTON,KY,40513
1287,3111 WALL ST STE 2,LEXINGTON,KY,40513
1288,3111 WALL ST,LEXINGTON,KY,40513
1289,1870 PEARTREE LN,HOPKINSVILLE,KY,42240
1290,1600 LEESTOWN ROAD,LEXINGTON,KY,40514
1291,3650 BOSTON RD,LEXINGTON,KY,40514
1292,3708 WILLOW RIDGE RD,LEXINGTON,KY,40514
1293,3700 WILLOW RIDGE RD,LEXINGTON,KY,40514
1294,3900 CROSBY DR APT 2212,LEXINGTON,KY,40515
1295,304 SOUTHPOINT DR,LEXINGTON,KY,40515
1296,4057 MOONCOIN WAY APT 14202,LEXINGTON,KY,40515
1297,4384 CLEARWATER WAY,LEXINGTON,KY,40515
1298,1821 DELONG RD,LEXINGTON,KY,40515
1299,3140 PIMLICO PKWY STE 105,LEXINGTON,KY,40517
1300,620 PERIMETER DR,LEXINGTON,KY,40517
1301,620 PERIMETERE DRIVE,LEXINGTON,KY,40517
1302,3145 CUSTER DRIVE,LEXINGTON,KY,40517
1303,699 PERIMETER DRIVE,LEXINGTON,KY,40517
1304,620 PERIMETER DR.,LEXINGTON,KY,40517
1305,4071 TATES CREEK CENTRE DR STE 306,LEXINGTON,KY,40517
1306,1156 APPIAN CROSSING WAY,LEXINGTON,KY,40517
1307,200 E REYNOLDS RD,LEXINGTON,KY,40517
1308,200 EAST REYNOLDS RD,LEXINGTON,KY,40517
1309,228 E REYNOLDS RD,LEXINGTON,KY,40517
1310,3620 WALDEN DR,LEXINGTON,KY,40517
1311,431 REDDING RD # 110,LEXINGTON,KY,40517
1312,4071 TATES CREEK CENTRE DR,LEXINGTON,KY,40517
1313,2335 STERLINGTON RD,LEXINGTON,KY,40517
1314,3122 CUSTER DR,LEXINGTON,KY,40517
1315,3138 CUSTER DR,LEXINGTON,KY,40517
1316,3138 CUSTER DRIVE,LEXINGTON,KY,40517
1317,620 PERIMETER DR STE 201,LEXINGTON,KY,40517
1318,620 PERIMETER DR STE 103,LEXINGTON,KY,40517
1319,698 PERIMETER DR,LEXINGTON,KY,40517
1320,698 PERIMETER DR STE 200,LEXINGTON,KY,40517
1321,2393 ALUMNI DR,LEXINGTON,KY,40517
1322,2393 ALUMNI DR STE 102,LEXINGTON,KY,40517
1323,1230 US HIGHWAY 127 S,FRANKFORT,KY,40601
1324,103 C MICHAEL DAVENPORT BLVD,FRANKFORT,KY,40601
1325,103 C. MICHAEL DAVENPORT DRIVE,FRANKFORT,KY,40601
1326,105 DIAGNOSTIC DR,FRANKFORT,KY,40601
1327,1230 US 127,FRANKFORT,KY,40601
1328,110 DIAGNOSTIC DR,FRANKFORT,KY,40601
1329,1006 LEAWOOD DR.,FRANKFORT,KY,40601
1330,370A KINGS DAUGHTERS DR,FRANKFORT,KY,40601
1331,938 LOUISVILLE RD,FRANKFORT,KY,40601
1332,630 COMANCHE TR,FRANKFORT,KY,40601
1333,101 JETT BLVD.,FRANKFORT,KY,40601
1334,110 DIAGNOSTIC DR STE A,FRANKFORT,KY,40601
1335,1230 US HWY 127,FRANKFORT,KY,40601
1336,206 W MAIN ST,FRANKFORT,KY,40601
1337,5 PHYSICIANS PARK DRIVE,FRANKFORT,KY,40601
1338,635 COMANCHE TRL,FRANKFORT,KY,40601
1339,630 COMMANCHE TRL STE A,FRANKFORT,KY,40601
1340,690 TETON TRL,FRANKFORT,KY,40601
1341,17 FOUNTAIN PL,FRANKFORT,KY,40601
1342,571 E MAIN ST,FRANKFORT,KY,40601
1343,878 E MAIN ST,FRANKFORT,KY,40601
1344,220 CONWAY ST,FRANKFORT,KY,40601
1345,104 W MAIN ST,FRANKFORT,KY,40601
1346,1006 LEAWOOD DR STE 200,FRANKFORT,KY,40601
1347,5 PHYSICIANS PARK,FRANKFORT,KY,40601
1348,160 KINGS DAUGHTERS DR,FRANKFORT,KY,40601
1349,200 KINGS DAUGHTERS DR,FRANKFORT,KY,40601
1350,330 LEONARDWOOD RD,FRANKFORT,KY,40601
1351,315 LEONARDWOOD RD,FRANKFORT,KY,40601
1352,315 LEONARDWOOD RD STE 5,FRANKFORT,KY,40601
1353,130 WAYNE FRYE DR,MANCHESTER,OH,45144
1354,101 JETT BLVD STE 100,FRANKFORT,KY,40601
